timestamp,cairo_time,signal,symbol,quantity,price,value,fee,status,order_id,rsi,macd_trend,sentiment,balance_before,balance_after,profit_loss
2025-09-05 07:40:29 EEST,2025-09-05 07:40:30 EEST,SELL,BNBUSDT,0.001791,0,0,0,filter_failure,,51.18254471,BULLISH,neutral,0,0,0
2025-09-05 07:09:30 EEST,2025-09-05 07:09:30 EEST,SELL,BNBUSDT,0.001791,0,0,0,filter_failure,,45.86429977,BEARISH,neutral,0,0,0
2025-09-05 04:03:33 EEST,2025-09-05 04:03:34 EEST,BUY,AVAXUSDT,0.42,23.88,10.0296,8.93E-06,success,4952415097,20.58851624,BEARISH,neutral,0,4.35171653,0
2025-09-05 01:59:28 EEST,2025-09-05 01:59:29 EEST,SELL,BNBUSDT,0.011,849.18,9.34098,8.25E-06,success,8885608015,70.53575897,BEARISH,neutral,0,14.38131653,9.231897026
2025-09-04 18:14:36 EEST,2025-09-04 18:14:37 EEST,BUY,ETHUSDT,0.0023,4311.58,9.916634,8.79E-06,success,35379004722,25.13419342,BEARISH,neutral,0,5.04033653,0
2025-09-04 17:43:36 EEST,2025-09-04 17:43:37 EEST,SELL,BNBUSDT,0.011,847.4,9.3214,8.25E-06,success,8884005940,49.9822197,BULLISH,neutral,0,14.95697053,0
2025-08-27 12:11:33 EEST,2025-08-27 12:11:33 EEST,SELL_PARTIAL,SOLUSDT,0.029,203.79,5.90991,5.16E-06,success,13771372468,0,,,0,0,0
2025-08-27 09:42:02 EEST,2025-08-27 09:42:02 EEST,SELL_PARTIAL,SOLUSDT,0.081,203.34,16.47054,1.44E-05,success,13768916282,0,,,0,0,0
2025-08-27 08:31:41 EEST,2025-08-27 08:31:41 EEST,SELL_PARTIAL,SOLUSDT,0.135,203.02,27.4077,2.38E-05,success,13767810274,0,,,0,0,0
2025-08-27 11:05:12 EEST,2025-08-27 11:05:12 EEST,SELL_PARTIAL,SOLUSDT,0.049,202.83,9.93867,0.00000869,success,13770255790,0,,,0,0,0
2025-08-13 10:48:55 EEST,2025-08-13 10:48:56 EEST,BUY,SOLUSDT,0.065,197.42,12.8323,6.50E-05,success,13444244799,56.33117585,BULLISH,neutral,0,51.34751853,0
2025-08-13 11:17:51 EEST,2025-08-13 11:17:51 EEST,BUY,SOLUSDT,0.051,197.86,10.09086,5.10E-05,success,13444752351,56.20691028,BULLISH,neutral,0,41.25665853,0
2025-08-13 11:19:05 EEST,2025-08-13 11:19:06 EEST,BUY,SOLUSDT,0.041,198.06,8.12046,4.10E-05,success,13444768866,57.5519359,BULLISH,neutral,0,33.13619853,0
2025-08-13 15:09:30 EEST,2025-08-13 15:09:30 EEST,BUY,BNBUSDT,0.007,854.19,5.97933,5.25E-06,success,8682644857,53.37988455,BULLISH,neutral,0,27.15686853,0
2025-08-13 15:09:41 EEST,2025-08-13 15:09:42 EEST,BUY,BNBUSDT,0.006,853.78,5.12268,4.50E-06,success,8682647476,52.08686606,BULLISH,neutral,0,22.03418853,0
2025-08-14 15:57:06 EEST,2025-08-14 15:57:06 EEST,BUY,XRPUSDT,3.2,3.0864,9.87648,8.88E-06,success,11972164428,32.96542007,BULLISH,neutral,0,12.15770853,0
2025-08-14 16:14:41 EEST,2025-08-14 16:14:42 EEST,BUY,XRPUSDT,3.1,3.1262,9.69122,8.66E-06,success,11973165324,58.83735143,BULLISH,neutral,0,2.46648853,0
2025-09-09 10:12:41 EEST,2025-09-09 10:12:41 EEST,SELL_PARTIAL,SOLUSDT,0.041,219.41,8.99581,7.65E-06,SUCCESS,14009258809,0,,,0,0,0
2025-09-09 10:12:35 EEST,2025-09-09 10:12:36 EEST,SELL,LINKUSDT,0.21,0,0,0,filter_failure,,71.54898071,BULLISH,neutral,0,0,0
2025-09-09 09:41:16 EEST,2025-09-09 09:41:18 EEST,SELL,LINKUSDT,0.21,0,0,0,filter_failure,,79.96514893,BULLISH,neutral,0,0,0
2025-09-09 00:49:55 EEST,2025-09-09 00:49:57 EEST,BUY,SOLUSDT,0.046,215.61,9.91806,8.43E-06,success,14003185826,56.22024918,BULLISH,neutral,0,1.77161853,0
2025-09-08 23:16:11 EEST,2025-09-08 23:16:12 EEST,SELL,SOLUSDT,0.023,0,0,0,filter_failure,,45.04148483,BEARISH,neutral,0,0,0
2025-09-08 21:42:39 EEST,2025-09-08 21:42:40 EEST,SELL_PARTIAL,SOLUSDT,0.038,215.65,8.1947,6.99E-06,SUCCESS,14001297233,0,,,0,0,0
2025-09-08 21:11:28 EEST,2025-09-08 21:11:30 EEST,BUY,SOLUSDT,0.047,214.87,10.09889,8.62E-06,success,14000976588,46.17825317,BEARISH,neutral,0,3.49497853,0
2025-09-08 20:40:26 EEST,2025-09-08 20:40:26 EEST,SELL_PARTIAL,AVAXUSDT,0.22,25.66,5.6452,4.80E-06,SUCCESS,4959244822,0,,,0,0,0
2025-09-08 20:09:06 EEST,2025-09-08 20:09:13 EEST,BUY,SOLUSDT,0.047,214.04,10.05988,8.57E-06,success,14000142541,42.46558762,BEARISH,neutral,0,7.94866853,0
2025-09-08 19:38:05 EEST,2025-09-08 19:38:05 EEST,SELL_PARTIAL,AVAXUSDT,0.37,25.67,9.4979,8.09E-06,SUCCESS,4959130591,0,,,0,0,0
2025-09-08 19:06:58 EEST,2025-09-08 19:07:00 EEST,BUY,AVAXUSDT,0.39,25.7,10.023,8.53E-06,success,4959060865,62.52695465,BEARISH,neutral,0,8.51064853,0
2025-09-08 18:35:56 EEST,2025-09-08 18:35:56 EEST,SELL_PARTIAL,AVAXUSDT,0.35,25.68,8.988,7.65E-06,SUCCESS,4958992993,0,,,0,0,0
2025-09-08 18:35:53 EEST,2025-09-08 18:35:53 EEST,SELL_PARTIAL,ETHUSDT,0.0014,4376.47,6.127058,5.21E-06,SUCCESS,35520676510,0,,,0,0,0
2025-09-08 13:51:44 EEST,2025-09-08 13:51:45 EEST,SELL,AVAXUSDT,0.19,0,0,0,filter_failure,,70.49887085,BEARISH,neutral,0,0,0
2025-09-08 13:20:32 EEST,2025-09-08 13:20:34 EEST,BUY,AVAXUSDT,0.39,25.33,9.8787,8.45E-06,success,4958325014,68.11238098,BULLISH,neutral,0,3.41859053,0
2025-09-08 11:47:29 EEST,2025-09-08 11:47:31 EEST,BUY,ETHUSDT,0.0023,4296.1,9.88103,8.48E-06,success,35508034705,51.009552,BULLISH,neutral,0,5.23009053,0
2025-09-06 21:41:42 EEST,2025-09-06 21:41:43 EEST,BUY,DOTUSDT,2.65,3.807,10.08855,8.79E-06,success,5707011619,55.31028366,BULLISH,neutral,0,3.85174053,0
2025-09-06 21:10:30 EEST,2025-09-06 21:10:30 EEST,SELL,DOTUSDT,1.29,0,0,0,filter_failure,,51.93198013,BULLISH,neutral,0,0,0
2025-09-06 19:36:39 EEST,2025-09-06 19:36:39 EEST,DUST_CONVERSION,DUST_TO_BNB,1,0,0.00032601,0,SUCCESS,,0,,,0,0,0
2025-09-06 19:36:26 EEST,2025-09-06 19:36:27 EEST,SELL,XRPUSDT,3.5,2.8057,9.81995,8.55E-06,success,12279313970,47.26387405,BULLISH,neutral,0,13.94029053,-24.78297413
2025-09-06 17:31:20 EEST,2025-09-06 17:31:21 EEST,SELL,BNBUSDT,0.00168756,0,0,0,filter_failure,,46.96057892,BEARISH,neutral,0,0,0
2025-09-06 10:44:26 EEST,2025-09-06 10:44:27 EEST,BUY,ETHUSDT,0.0023,4309.33,9.911459,8.64E-06,success,35454607060,58.90503693,BULLISH,neutral,0,4.12034053,0
2025-09-06 10:13:05 EEST,2025-09-06 10:13:06 EEST,SELL,ETHUSDT,0.0023,4306.86,9.905778,8.65E-06,success,35454246759,56.42468643,BULLISH,neutral,0,14.03179953,9.88304712
2025-09-06 09:41:45 EEST,2025-09-06 09:41:50 EEST,BUY,ETHUSDT,0.0023,4307.4,9.90702,8.65E-06,success,35453877905,55.31272507,BULLISH,neutral,0,4.12602153,0
2025-09-06 07:05:18 EEST,2025-09-06 07:05:19 EEST,SELL,BNBUSDT,0.011,859.8,9.4578,8.25E-06,success,8890796895,74.22575378,BULLISH,neutral,0,14.03304153,9.349131149
2025-09-06 06:34:09 EEST,2025-09-06 06:34:09 EEST,BUY,ETHUSDT,0.0023,4318.55,9.932665,8.66E-06,success,35451353291,49.88838959,BULLISH,neutral,0,4.57524153,0
2025-09-06 06:02:48 EEST,2025-09-06 06:02:49 EEST,BUY,XRPUSDT,3.6,2.8207,10.15452,8.90E-06,success,12277414600,55.20905304,BULLISH,neutral,0,14.50790653,0
2025-09-06 05:00:21 EEST,2025-09-06 05:00:21 EEST,SELL,AVAXUSDT,0.41,24.38,9.9958,8.76E-06,success,4954972714,45.30044174,BEARISH,neutral,0,24.66242653,6.782487812
2025-09-06 04:29:11 EEST,2025-09-06 04:29:12 EEST,SELL,AVAXUSDT,0.41,24.35,9.9835,8.77E-06,success,4954952613,38.06176758,BEARISH,neutral,0,14.66662653,5.966859765
2025-09-05 16:30:28 EEST,2025-09-05 16:30:29 EEST,BUY,LINKUSDT,0.43,23.06,9.9158,8.68E-06,success,7157324790,57.55152512,BEARISH,neutral,0,4.68312653,0
2025-09-05 15:59:16 EEST,2025-09-05 15:59:16 EEST,SELL,DOTUSDT,2.57,3.887,9.98959,8.76E-06,success,5705490722,77.42761993,BULLISH,neutral,0,14.59892653,-15.08584346
2025-09-05 11:18:34 EEST,2025-09-05 11:18:35 EEST,BUY,BNBUSDT,0.011,847.7,9.3247,8.25E-06,success,8886924412,44.00892258,BEARISH,neutral,0,4.60933653,0
2025-09-05 10:16:03 EEST,2025-09-05 10:16:04 EEST,SELL,ETHUSDT,0.0022,4355.6,9.58232,8.47E-06,success,35406524187,72.21941376,BULLISH,neutral,0,13.93403653,9.560379143
2025-09-05 07:40:29 EEST,2025-09-05 07:40:30 EEST,SELL,BNBUSDT,0.001791,0,0,0,filter_failure,,51.18254471,BULLISH,neutral,0,0,0
2025-09-05 07:09:30 EEST,2025-09-05 07:09:30 EEST,SELL,BNBUSDT,0.001791,0,0,0,filter_failure,,45.86429977,BEARISH,neutral,0,0,0
2025-09-05 04:03:33 EEST,2025-09-05 04:03:34 EEST,BUY,AVAXUSDT,0.42,23.88,10.0296,8.93E-06,success,4952415097,20.58851624,BEARISH,neutral,0,4.35171653,0
2025-09-05 01:59:28 EEST,2025-09-05 01:59:29 EEST,SELL,BNBUSDT,0.011,849.18,9.34098,8.25E-06,success,8885608015,70.53575897,BEARISH,neutral,0,14.38131653,9.231897026
2025-09-04 18:14:36 EEST,2025-09-04 18:14:37 EEST,BUY,ETHUSDT,0.0023,4311.58,9.916634,8.79E-06,success,35379004722,25.13419342,BEARISH,neutral,0,5.04033653,0
2025-09-04 17:43:36 EEST,2025-09-04 17:43:37 EEST,SELL,BNBUSDT,0.011,847.4,9.3214,8.25E-06,success,8884005940,49.9822197,BULLISH,neutral,0,14.95697053,0
2025-08-27 12:11:33 EEST,2025-08-27 12:11:33 EEST,SELL_PARTIAL,SOLUSDT,0.029,203.79,5.90991,5.16E-06,success,13771372468,0,,,0,0,0
2025-08-27 09:42:02 EEST,2025-08-27 09:42:02 EEST,SELL_PARTIAL,SOLUSDT,0.081,203.34,16.47054,1.44E-05,success,13768916282,0,,,0,0,0
2025-08-27 08:31:41 EEST,2025-08-27 08:31:41 EEST,SELL_PARTIAL,SOLUSDT,0.135,203.02,27.4077,2.38E-05,success,13767810274,0,,,0,0,0
2025-08-27 11:05:12 EEST,2025-08-27 11:05:12 EEST,SELL_PARTIAL,SOLUSDT,0.049,202.83,9.93867,0.00000869,success,13770255790,0,,,0,0,0
2025-08-13 10:48:55 EEST,2025-08-13 10:48:56 EEST,BUY,SOLUSDT,0.065,197.42,12.8323,6.50E-05,success,13444244799,56.33117585,BULLISH,neutral,0,51.34751853,0
2025-08-13 11:17:51 EEST,2025-08-13 11:17:51 EEST,BUY,SOLUSDT,0.051,197.86,10.09086,5.10E-05,success,13444752351,56.20691028,BULLISH,neutral,0,41.25665853,0
2025-08-13 11:19:05 EEST,2025-08-13 11:19:06 EEST,BUY,SOLUSDT,0.041,198.06,8.12046,4.10E-05,success,13444768866,57.5519359,BULLISH,neutral,0,33.13619853,0
2025-08-13 15:09:30 EEST,2025-08-13 15:09:30 EEST,BUY,BNBUSDT,0.007,854.19,5.97933,5.25E-06,success,8682644857,53.37988455,BULLISH,neutral,0,27.15686853,0
2025-08-13 15:09:41 EEST,2025-08-13 15:09:42 EEST,BUY,BNBUSDT,0.006,853.78,5.12268,4.50E-06,success,8682647476,52.08686606,BULLISH,neutral,0,22.03418853,0
2025-08-14 15:57:06 EEST,2025-08-14 15:57:06 EEST,BUY,XRPUSDT,3.2,3.0864,9.87648,8.88E-06,success,11972164428,32.96542007,BULLISH,neutral,0,12.15770853,0
2025-08-14 16:14:41 EEST,2025-08-14 16:14:42 EEST,BUY,XRPUSDT,3.1,3.1262,9.69122,8.66E-06,success,11973165324,58.83735143,BULLISH,neutral,0,2.46648853,0
